Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#2710 050,14-Oct-20,Wednesday,12,Visa,CVC,?6,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,47.6,Barclays,0
#2985 578,14-Oct-20,Wednesday,15,Visa,CVC,?13,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,54.8,RBS,0
#3652 910,14-Oct-20,Wednesday,22,Visa,PIN,?8,ATM,Subscription,United Kingdom,USA,United Kingdom,F,36.6,RBS,0
#3195 812,14-Oct-20,Wednesday,12,MasterCard,PIN,?169,POS,Gaming,Russia,Russia,United Kingdom,F,29.3,Monzo,0
#3416 538,13-Oct-20,Tuesday,13,Visa,CVC,?71,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,56.7,RBS,0
#2725 110,14-Oct-20,Wednesday,15,Visa,Tap,?11,POS,Children,China,China,United Kingdom,F,48.6,Barclays,1
#3242 019,13-Oct-20,Tuesday,7,Visa,CVC,?53,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,53.6,Barclays,0
#2661 873,13-Oct-20,Tuesday,21,MasterCard,PIN,?19,ATM,Entertainment,USA,USA,USA,M,47.6,Monzo,0
#3585 718,13-Oct-20,Tuesday,20,MasterCard,Tap,?11,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,50.5,Barclays,0
#3564 721,14-Oct-20,Wednesday,15,MasterCard,Tap,?27,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,56.3,Halifax,0
#3545 689,13-Oct-20,Tuesday,10,MasterCard,PIN,?14,ATM,Restaurant,China,China,United Kingdom,M,23.4,HSBC,0
#2894 863,14-Oct-20,Wednesday,18,Visa,Tap,?21,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,33.3,Barclays,0
#3417 999,14-Oct-20,Wednesday,11,Visa,Tap,?18,POS,Restaurant,China,China,China,F,34,Metro,0
#3437 919,14-Oct-20,Wednesday,20,Visa,Tap,?17,POS,Gaming,USA,USA,USA,F,39,Monzo,0
#3495 487,14-Oct-20,Wednesday,11,Visa,PIN,?245,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,29.4,HSBC,0
#2978 942,13-Oct-20,Tuesday,15,Visa,PIN,?113,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,52.2,Barclays,0
#3482 410,14-Oct-20,Wednesday,6,MasterCard,CVC,?20,Online,Entertainment,Russia,Russia,United Kingdom,F,70.5,Metro,1
#3465 417,13-Oct-20,Tuesday,3,Visa,CVC,?17,Online,Entertainment,India,India,United Kingdom,M,18.6,Halifax,1
#3354 171,14-Oct-20,Wednesday,22,MasterCard,CVC,?215,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,40.2,Metro,0
#3551 300,13-Oct-20,Tuesday,14,Visa,CVC,?372,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,48.4,Metro,0
#2580 939,14-Oct-20,Wednesday,10,Visa,CVC,?29,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,69.2,Metro,0
#2928 491,14-Oct-20,Wednesday,18,MasterCard,CVC,?29,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,35,Barclays,0
#2696 044,14-Oct-20,Wednesday,14,MasterCard,PIN,?27,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,46.5,Lloyds,0
#3120 167,14-Oct-20,Wednesday,16,Visa,PIN,?19,ATM,Restaurant,China,China,United Kingdom,F,34.5,Barclays,1
#2935 560,13-Oct-20,Tuesday,21,Visa,CVC,?146,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,48.7,Barclays,0
#2787 653,13-Oct-20,Tuesday,21,Visa,CVC,?86,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,74.1,Monzo,0
#3229 265,14-Oct-20,Wednesday,12,MasterCard,Tap,?12,POS,Food,Russia,Russia,Russia,F,50.9,Monzo,0
#2768 699,14-Oct-20,Wednesday,10,MasterCard,PIN,?221,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,46.3,Barclays,0
#3119 266,13-Oct-20,Tuesday,14,MasterCard,CVC,?17,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,53.6,HSBC,0
#3632 282,14-Oct-20,Wednesday,9,MasterCard,CVC,?85,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,39.2,Lloyds,0
#3684 011,14-Oct-20,Wednesday,10,MasterCard,PIN,?381,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,33.7,Barclays,0
#3625 439,14-Oct-20,Wednesday,7,Visa,CVC,?314,Online,Electronics,USA,USA,USA,F,50.7,Halifax,0
#2622 977,14-Oct-20,Wednesday,13,Visa,PIN,?238,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,40.9,RBS,0
#2612 134,13-Oct-20,Tuesday,9,MasterCard,Tap,?29,POS,Entertainment,United Kingdom,USA,United Kingdom,F,51.3,Monzo,0
#3344 410,14-Oct-20,Wednesday,10,Visa,PIN,?21,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,47.8,Metro,0
#3449 978,14-Oct-20,Wednesday,19,MasterCard,PIN,?23,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,54.6,Barclays,0
#3322 971,13-Oct-20,Tuesday,10,Visa,CVC,?30,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,52.4,HSBC,0
#3538 003,13-Oct-20,Tuesday,13,Visa,PIN,?9,ATM,Food,China,China,United Kingdom,F,37.9,Halifax,0
#2736 732,14-Oct-20,Wednesday,22,MasterCard,PIN,?6,ATM,Subscription,Russia,Russia,Russia,M,55.5,Barclays,0
#3462 631,14-Oct-20,Wednesday,11,Visa,Tap,?24,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,38,Barclays,0
#3434 386,14-Oct-20,Wednesday,7,MasterCard,CVC,?313,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,33.2,Halifax,0
#2576 383,13-Oct-20,Tuesday,8,MasterCard,PIN,?29,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,40.1,Barclays,0
#3251 360,14-Oct-20,Wednesday,12,Visa,CVC,?139,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,47.2,Monzo,0
#3445 485,13-Oct-20,Tuesday,23,Visa,Tap,?21,POS,Entertainment,United Kingdom,India,United Kingdom,F,34.7,Barclays,0
#2960 322,13-Oct-20,Tuesday,15,Visa,PIN,?25,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,55.7,RBS,0
#3604 718,13-Oct-20,Tuesday,12,Visa,CVC,?9,Online,Electronics,United Kingdom,China,United Kingdom,F,40.2,RBS,0
#2697 043,13-Oct-20,Tuesday,12,Visa,CVC,?13,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,38.9,Barclays,0
#3079 157,13-Oct-20,Tuesday,14,Visa,CVC,?78,Online,Services,India,India,United Kingdom,F,50.3,Lloyds,0
#2773 896,13-Oct-20,Tuesday,20,Visa,PIN,?180,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,41,Lloyds,0
#2657 709,13-Oct-20,Tuesday,7,Visa,PIN,?305,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,37.8,HSBC,0
#3133 748,14-Oct-20,Wednesday,22,MasterCard,CVC,?309,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,36.9,Barclays,0
#3592 958,13-Oct-20,Tuesday,16,Visa,Tap,?10,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,61.3,RBS,0
#3186 512,13-Oct-20,Tuesday,20,Visa,PIN,?219,ATM,Restaurant,United Kingdom,India,United Kingdom,F,53.5,Lloyds,0
#3178 689,14-Oct-20,Wednesday,10,MasterCard,PIN,?222,ATM,Subscription,United Kingdom,India,United Kingdom,F,55.8,Monzo,0
#3024 169,14-Oct-20,Wednesday,21,Visa,PIN,?79,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,53,HSBC,0
#2566 061,13-Oct-20,Tuesday,15,MasterCard,Tap,?20,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,36.3,Metro,0
#3592 078,13-Oct-20,Tuesday,15,MasterCard,CVC,?8,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,39,Barclays,0
#2669 280,14-Oct-20,Wednesday,14,MasterCard,CVC,?60,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,45.8,Metro,0
#2576 995,14-Oct-20,Wednesday,20,MasterCard,PIN,?29,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,35,Barclays,0
#3506 339,14-Oct-20,Wednesday,16,Visa,CVC,?23,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,32.4,Halifax,0
#2701 369,14-Oct-20,Wednesday,18,MasterCard,PIN,?321,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,43.8,Barclays,0
#2893 523,13-Oct-20,Tuesday,10,MasterCard,PIN,?77,POS,Electronics,India,India,India,F,58,Metro,0
#2729 619,13-Oct-20,Tuesday,13,Visa,PIN,?257,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,34.4,Lloyds,0
#2773 642,13-Oct-20,Tuesday,9,MasterCard,PIN,?21,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,46.4,Barclays,0
#2594 146,13-Oct-20,Tuesday,17,MasterCard,PIN,?381,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,33.6,Barclays,0
#3080 476,14-Oct-20,Wednesday,8,MasterCard,PIN,?9,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,60.3,Metro,0
#2935 888,14-Oct-20,Wednesday,7,Visa,Tap,?13,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,48.8,Barclays,0
#3218 807,14-Oct-20,Wednesday,23,MasterCard,PIN,?20,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,53.9,HSBC,0
#3455 196,13-Oct-20,Tuesday,11,MasterCard,PIN,?22,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,38.7,Barclays,0
#3155 771,13-Oct-20,Tuesday,22,MasterCard,PIN,?142,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,42.2,Barlcays,0
#2889 853,14-Oct-20,Wednesday,13,Visa,CVC,?14,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,67.2,Monzo,0
#3388 650,13-Oct-20,Tuesday,21,Visa,Tap,?9,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,49.6,Barclays,0
#2893 268,14-Oct-20,Wednesday,8,Visa,CVC,?28,Online,Products,United Kingdom,India,United Kingdom,F,36,Metro,0
#3445 042,14-Oct-20,Wednesday,15,Visa,PIN,?69,POS,Entertainment,Russia,Russia,United Kingdom,M,44.8,RBS,0
#2591 530,14-Oct-20,Wednesday,19,MasterCard,Tap,?22,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,42.2,Barclays,0
#2639 698,13-Oct-20,Tuesday,21,MasterCard,PIN,?27,ATM,Food,United Kingdom,USA,United Kingdom,M,36.9,Barclays,1
#2637 439,13-Oct-20,Tuesday,22,MasterCard,Tap,?19,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,38,RBS,0
#3031 242,14-Oct-20,Wednesday,7,Visa,PIN,?206,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,46.6,Halifax,0
#3231 084,13-Oct-20,Tuesday,11,Visa,PIN,?395,ATM,Restaurant,India,India,India,M,42.7,Monzo,0
#3538 307,13-Oct-20,Tuesday,20,Visa,PIN,?220,POS,Entertainment,United Kingdom,Russia,United Kingdom,F,17.2,Barclays,0
#3674 746,13-Oct-20,Tuesday,7,Visa,PIN,?330,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,43.3,Barclays,0
#3003 533,13-Oct-20,Tuesday,19,MasterCard,PIN,?15,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,30.8,Barclays,0
#2734 389,13-Oct-20,Tuesday,18,MasterCard,PIN,?15,ATM,Gaming,USA,USA,USA,F,46.4,RBS,0
#2709 228,13-Oct-20,Tuesday,9,MasterCard,CVC,?340,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,39,Barclays,0
#3047 781,14-Oct-20,Wednesday,23,Visa,CVC,?82,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,45,RBS,0
#3018 141,13-Oct-20,Tuesday,0,MasterCard,CVC,?327,Online,Children,India,India,United Kingdom,F,36.8,Barclays,1
#2589 998,14-Oct-20,Wednesday,17,MasterCard,PIN,?27,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,51.7,Barclays,0
#3544 029,13-Oct-20,Tuesday,7,Visa,CVC,?10,Online,Products,USA,USA,USA,M,34.2,Monzo,0
#3521 372,13-Oct-20,Tuesday,20,Visa,PIN,?96,POS,Entertainment,China,China,United Kingdom,M,42.6,Halifax,0
#2921 809,13-Oct-20,Tuesday,9,Visa,PIN,?129,ATM,Subscription,United Kingdom,China,United Kingdom,M,63.5,Barlcays,0
#3603 922,14-Oct-20,Wednesday,9,Visa,PIN,?290,POS,Electronics,USA,USA,United Kingdom,M,42.6,HSBC,0
#2953 717,13-Oct-20,Tuesday,6,MasterCard,CVC,?18,Online,Fashion,India,India,United Kingdom,M,43.6,Barclays,1
#2756 929,13-Oct-20,Tuesday,9,Visa,PIN,?21,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,43.8,Barlcays,0
#3427 069,14-Oct-20,Wednesday,8,Visa,PIN,?91,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,37.3,Barclays,0
#3367 585,13-Oct-20,Tuesday,10,MasterCard,Tap,?7,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,28.8,Halifax,0
#2601 893,13-Oct-20,Tuesday,15,MasterCard,Tap,?16,POS,Electronics,United Kingdom,India,United Kingdom,F,44.7,RBS,0
#3390 134,14-Oct-20,Wednesday,14,MasterCard,PIN,?344,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,38.5,Monzo,0
#3184 663,14-Oct-20,Wednesday,11,Visa,PIN,?13,ATM,Services,USA,USA,USA,F,56,Barclays,0
#3227 713,14-Oct-20,Wednesday,14,MasterCard,Tap,?21,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,65.7,Lloyds,0
#2898 341,13-Oct-20,Tuesday,20,Visa,CVC,?38,Online,Children,India,India,United Kingdom,M,66.8,Monzo,1
#2625 376,14-Oct-20,Wednesday,21,Visa,CVC,?122,Online,Electronics,Russia,Russia,United Kingdom,M,54,Lloyds,1
#3433 573,13-Oct-20,Tuesday,15,Visa,CVC,?20,Online,Electronics,United Kingdom,China,United Kingdom,F,49.1,Barclays,1
#2609 925,14-Oct-20,Wednesday,17,MasterCard,PIN,?9,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,40.3,HSBC,0
#2993 786,14-Oct-20,Wednesday,10,MasterCard,PIN,?41,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,42.3,RBS,0
#3048 264,14-Oct-20,Wednesday,21,MasterCard,PIN,?60,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,46.6,RBS,0
#3174 963,13-Oct-20,Tuesday,18,Visa,CVC,?303,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,33.9,Barclays,0
#2717 675,14-Oct-20,Wednesday,10,Visa,PIN,?5,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,61.9,Barlcays,0
#2713 487,14-Oct-20,Wednesday,10,MasterCard,Tap,?26,POS,Services,United Kingdom,India,United Kingdom,F,45.1,Metro,0
#3512 597,14-Oct-20,Wednesday,21,Visa,PIN,?15,ATM,Fashion,Russia,United Kingdom,Russia,F,46,Barclays,0
#3495 160,13-Oct-20,Tuesday,13,MasterCard,PIN,?132,ATM,Gaming,China,China,China,M,33.6,HSBC,0
#2694 051,13-Oct-20,Tuesday,8,MasterCard,PIN,?7,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,41.1,Metro,0
#2770 495,13-Oct-20,Tuesday,15,Visa,PIN,?277,POS,Services,China,China,China,M,60.5,Barlcays,0
#2833 176,13-Oct-20,Tuesday,7,MasterCard,PIN,?356,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,53.2,Monzo,0
#2566 101,14-Oct-20,Wednesday,9,MasterCard,Tap,?10,POS,Electronics,USA,USA,United Kingdom,M,41,Metro,1
#2721 962,14-Oct-20,Wednesday,17,Visa,CVC,?289,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,39.4,Barclays,0
#3099 482,13-Oct-20,Tuesday,16,MasterCard,PIN,?281,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,58.4,Metro,0
#3017 034,13-Oct-20,Tuesday,13,Visa,Tap,?13,POS,Products,India,India,India,M,31.3,Metro,0
#2688 783,13-Oct-20,Tuesday,18,MasterCard,PIN,?14,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,59.9,Barlcays,0
#2640 470,14-Oct-20,Wednesday,17,MasterCard,CVC,?304,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,28.6,Monzo,0
#3149 272,14-Oct-20,Wednesday,2,Visa,PIN,?241,POS,Entertainment,China,China,United Kingdom,M,48.6,Halifax,1
#2955 016,13-Oct-20,Tuesday,17,MasterCard,PIN,?6,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,51.5,RBS,0
#3071 279,13-Oct-20,Tuesday,3,MasterCard,PIN,?27,POS,Fashion,Russia,Russia,United Kingdom,M,67.6,Lloyds,1
#3449 783,14-Oct-20,Wednesday,20,Visa,PIN,?42,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,29.3,Monzo,0
#3659 045,14-Oct-20,Wednesday,18,Visa,PIN,?18,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,48,Barclays,0
#2730 584,13-Oct-20,Tuesday,7,MasterCard,PIN,?27,ATM,Gaming,China,China,China,F,40.6,HSBC,0
#3683 051,13-Oct-20,Tuesday,12,MasterCard,PIN,?95,ATM,Children,India,India,United Kingdom,M,42.4,Halifax,0
#2756 008,13-Oct-20,Tuesday,23,Visa,CVC,?211,Online,Entertainment,United Kingdom,USA,United Kingdom,F,48.2,Barlcays,0
#3145 454,14-Oct-20,Wednesday,21,Visa,Tap,?23,POS,Electronics,United Kingdom,India,United Kingdom,M,32.3,Lloyds,0
#2809 005,13-Oct-20,Tuesday,21,Visa,PIN,?15,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,51.6,Barclays,0
#2955 294,14-Oct-20,Wednesday,12,Visa,CVC,?15,Online,Food,United Kingdom,Russia,United Kingdom,F,35.5,Monzo,0
#3010 603,14-Oct-20,Wednesday,0,MasterCard,Tap,?7,POS,Fashion,Russia,Russia,United Kingdom,F,21.9,HSBC,1
#2884 789,13-Oct-20,Tuesday,22,Visa,Tap,?13,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,31.3,Lloyds,0
#2559 947,14-Oct-20,Wednesday,9,Visa,CVC,?257,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,38.7,Metro,0
#3429 323,14-Oct-20,Wednesday,14,MasterCard,PIN,?253,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,53.1,Halifax,0
#2834 720,13-Oct-20,Tuesday,10,Visa,PIN,?29,ATM,Electronics,USA,USA,USA,F,49.9,Monzo,0
#3358 222,14-Oct-20,Wednesday,12,Visa,PIN,?16,ATM,Services,Russia,Russia,Russia,M,29.7,Barclays,0
#2734 939,13-Oct-20,Tuesday,13,MasterCard,CVC,?389,Online,Food,India,India,United Kingdom,F,39.6,Barclays,0
#2885 125,14-Oct-20,Wednesday,14,Visa,PIN,?8,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,41,Barclays,0
#3326 351,13-Oct-20,Tuesday,10,Visa,CVC,?335,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,51.5,Barclays,0
#2875 025,14-Oct-20,Wednesday,16,MasterCard,PIN,?299,ATM,Electronics,China,China,China,M,52.1,Barlcays,0
#3131 319,13-Oct-20,Tuesday,21,MasterCard,Tap,?21,POS,Fashion,USA,USA,USA,M,65.3,Monzo,0
#3583 880,14-Oct-20,Wednesday,21,Visa,CVC,?10,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,41.7,RBS,0
#2789 653,13-Oct-20,Tuesday,22,Visa,PIN,?24,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,43.5,Barclays,0
#2574 544,14-Oct-20,Wednesday,0,Visa,PIN,?11,ATM,Restaurant,China,China,United Kingdom,F,33.5,Metro,1
#2817 204,13-Oct-20,Tuesday,23,MasterCard,PIN,?296,POS,Electronics,India,India,India,M,50.6,Barclays,0
#3067 276,13-Oct-20,Tuesday,10,Visa,CVC,?12,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,32.6,Barlcays,0
#2651 839,13-Oct-20,Tuesday,16,MasterCard,CVC,?28,Online,Fashion,United Kingdom,Russia,United Kingdom,F,53.6,Barclays,0
#3398 914,14-Oct-20,Wednesday,17,Visa,Tap,?18,POS,Entertainment,India,India,India,M,57.9,RBS,0
#3559 857,14-Oct-20,Wednesday,9,MasterCard,PIN,?13,ATM,Restaurant,United Kingdom,China,United Kingdom,F,53.8,Halifax,0
#3260 655,14-Oct-20,Wednesday,20,MasterCard,PIN,?114,ATM,Services,Russia,Russia,Russia,M,27.9,Metro,0
#3532 860,14-Oct-20,Wednesday,7,Visa,CVC,?53,Online,Fashion,China,China,United Kingdom,F,31.1,HSBC,0
#3394 216,14-Oct-20,Wednesday,22,Visa,CVC,?11,Online,Food,China,China,China,F,52.6,RBS,0
#2905 452,13-Oct-20,Tuesday,21,Visa,PIN,?81,ATM,Food,China,China,United Kingdom,F,44.2,Barclays,0
#3071 601,14-Oct-20,Wednesday,22,Visa,PIN,?253,ATM,Children,China,China,China,F,37.3,RBS,0
#3262 691,14-Oct-20,Wednesday,23,Visa,CVC,?148,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,23.8,Monzo,0
#3141 725,14-Oct-20,Wednesday,16,Visa,CVC,?358,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,49.1,RBS,0
#2673 770,13-Oct-20,Tuesday,19,Visa,PIN,?241,POS,Food,India,India,India,F,46.4,RBS,0
#2710 174,13-Oct-20,Tuesday,16,MasterCard,CVC,?194,Online,Children,India,India,India,M,47.6,RBS,0
#3496 514,13-Oct-20,Tuesday,13,MasterCard,PIN,?155,POS,Fashion,United Kingdom,India,United Kingdom,F,51,Barclays,0
#3389 436,14-Oct-20,Wednesday,15,Visa,PIN,?356,POS,Services,Russia,Russia,United Kingdom,M,44.9,Metro,0
#3616 193,14-Oct-20,Wednesday,12,MasterCard,PIN,?144,POS,Electronics,United Kingdom,China,United Kingdom,F,53.1,Lloyds,0
#2914 486,14-Oct-20,Wednesday,9,MasterCard,PIN,?23,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,43.8,Metro,0
#2959 027,13-Oct-20,Tuesday,14,Visa,CVC,?182,Online,Electronics,United Kingdom,China,United Kingdom,F,40.6,Halifax,0
#3336 337,13-Oct-20,Tuesday,11,Visa,PIN,?25,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,23.9,Halifax,0
#2569 519,14-Oct-20,Wednesday,19,Visa,PIN,?29,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,39.6,Barclays,0
#3288 983,13-Oct-20,Tuesday,13,MasterCard,PIN,?16,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,38.8,HSBC,0
#2846 586,13-Oct-20,Tuesday,9,MasterCard,PIN,?390,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,62.6,Barclays,0
#3144 447,14-Oct-20,Wednesday,15,Visa,PIN,?16,ATM,Electronics,USA,USA,USA,F,45.2,Metro,0
#3146 694,14-Oct-20,Wednesday,19,MasterCard,Tap,?10,POS,Gaming,China,China,China,F,47.7,Monzo,0
#3351 144,13-Oct-20,Tuesday,21,Visa,PIN,?250,POS,Electronics,United Kingdom,India,United Kingdom,M,23.8,Barclays,0
#3108 732,13-Oct-20,Tuesday,17,MasterCard,CVC,?29,Online,Fashion,India,India,India,M,49,Barclays,0
#3001 909,14-Oct-20,Wednesday,20,MasterCard,CVC,?14,Online,Services,India,India,India,M,63.2,Monzo,0
#3584 369,13-Oct-20,Tuesday,19,MasterCard,CVC,?14,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,35.6,Halifax,0
#3394 575,14-Oct-20,Wednesday,23,Visa,Tap,?30,POS,Subscription,China,China,China,M,47.3,Barclays,0
#3506 547,13-Oct-20,Tuesday,11,Visa,Tap,?13,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,52.5,Halifax,0
#2746 765,14-Oct-20,Wednesday,9,MasterCard,CVC,?239,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,38.4,Barclays,0
#3276 310,14-Oct-20,Wednesday,21,MasterCard,CVC,?38,Online,Gaming,India,India,United Kingdom,F,47.1,HSBC,0
#3244 254,14-Oct-20,Wednesday,14,MasterCard,PIN,?122,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,54.7,Barclays,0
#3306 433,13-Oct-20,Tuesday,11,Visa,CVC,?16,Online,Gaming,India,India,United Kingdom,M,51.1,Barlcays,1
#3426 083,14-Oct-20,Wednesday,10,MasterCard,CVC,?20,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,56.2,Barclays,0
#2676 841,14-Oct-20,Wednesday,16,MasterCard,PIN,?21,ATM,Electronics,Russia,Russia,Russia,M,52.3,Metro,0
#2879 025,14-Oct-20,Wednesday,16,Visa,PIN,?137,ATM,Products,Russia,Russia,Russia,F,71.1,RBS,0
#2986 178,14-Oct-20,Wednesday,11,Visa,PIN,?7,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,41.8,Barclays,0
#3497 464,13-Oct-20,Tuesday,7,MasterCard,PIN,?392,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,32.2,Barlcays,0
#3197 705,14-Oct-20,Wednesday,14,Visa,CVC,?342,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,33.3,RBS,0
#3394 085,14-Oct-20,Wednesday,9,Visa,CVC,?175,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,60.6,RBS,0
#3041 110,13-Oct-20,Tuesday,17,MasterCard,CVC,?24,Online,Gaming,United Kingdom,China,United Kingdom,F,52.6,HSBC,0
#3679 842,14-Oct-20,Wednesday,19,MasterCard,Tap,?18,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,62.7,Monzo,0
#3676 590,13-Oct-20,Tuesday,17,Visa,PIN,?36,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,53.2,Barlcays,0
#3580 604,14-Oct-20,Wednesday,17,Visa,Tap,?27,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,56.1,Metro,0
#2916 213,14-Oct-20,Wednesday,7,MasterCard,PIN,?6,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,39.7,Barclays,0
#3227 338,13-Oct-20,Tuesday,9,MasterCard,Tap,?5,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,30.5,Barclays,0
#2571 479,13-Oct-20,Tuesday,7,MasterCard,PIN,?136,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,38.5,Metro,0
#3483 922,14-Oct-20,Wednesday,7,Visa,PIN,?224,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,46.4,Metro,0
